user_id,user_type,name,email,university,academic_stream,cgpa,language,region,career_interest,mood_preference,company,job_role,experience_years,age,mentoring_rating,total_mentees,availability,bio
mentor_0219,mentor,Mentor 219,mentor219@example.com,IIT Delhi,Aerospace Engineering,7.050906512723473,Marathi,Bangalore,Academia & Teaching,Supportive & Empathetic,Zomato,Consultant,10,43,3.54,43,Medium,Experienced Consultant with passion for Academia & Teaching
mentor_0220,mentor,Mentor 220,mentor220@example.com,DTU Delhi,Chemical Engineering,7.751362986360361,Punjabi,Bangalore,Entrepreneurship,Supportive & Empathetic,Morgan Stanley,Software Engineer,10,36,4.0,26,Very High,Experienced Software Engineer with passion for Entrepreneurship
mentor_0221,mentor,Mentor 221,mentor221@example.com,Manipal Institute,Computer Science,7.160627547830571,Hindi,Delhi NCR,Startup Ecosystem,Friendly & Casual,Paytm,Machine Learning Engineer,19,41,3.77,25,High,Experienced Machine Learning Engineer with passion for Startup Ecosystem
mentor_0222,mentor,Mentor 222,mentor222@example.com,PESIT Bangalore,Mechanical Engineering,6.983032510541601,Gujarati,Chennai,Finance & Investment,Friendly & Casual,Infosys,Consultant,18,42,3.65,32,Low,Experienced Consultant with passion for Finance & Investment
mentor_0223,mentor,Mentor 223,mentor223@example.com,DTU Delhi,Aerospace Engineering,8.22910095664365,Tamil,Ahmedabad,Corporate Growth,Analytical & Logical,TCS,AI Research Engineer,16,44,4.94,14,High,Experienced AI Research Engineer with passion for Corporate Growth
mentor_0224,mentor,Mentor 224,mentor224@example.com,NIT Trichy,Computer Science,6.766763340179648,Kannada,Pune,Product Development,Challenging & Critical,Infosys,Business Analyst,13,43,4.4,35,Medium,Experienced Business Analyst with passion for Product Development
mentor_0225,mentor,Mentor 225,mentor225@example.com,Amity University,Aerospace Engineering,8.069298120376658,Punjabi,Hyderabad,Research & Innovation,Professional & Formal,Apple,AI Research Engineer,9,28,4.59,44,Low,Experienced AI Research Engineer with passion for Research & Innovation
mentor_0226,mentor,Mentor 226,mentor226@example.com,DTU Delhi,Biotechnology,6.433804423369372,Marathi,Bangalore,Product Development,Motivational & Inspiring,Morgan Stanley,AI Research Engineer,18,41,3.97,26,Medium,Experienced AI Research Engineer with passion for Product Development
mentor_0227,mentor,Mentor 227,mentor227@example.com,IIT Madras,Computer Science,9.708609548580947,Hindi,South India,Entrepreneurship,Supportive & Empathetic,McKinsey,Software Engineer,15,31,4.09,4,Medium,Experienced Software Engineer with passion for Entrepreneurship
mentor_0228,mentor,Mentor 228,mentor228@example.com,VIT Vellore,Information Technology,7.327451578478994,Malayalam,Northeast India,Startup Ecosystem,Friendly & Casual,Google,Full Stack Developer,17,37,3.86,1,Medium,Experienced Full Stack Developer with passion for Startup Ecosystem
mentor_0229,mentor,Mentor 229,mentor229@example.com,BITS Pilani,Electrical Engineering,7.241387768563155,Kannada,West India,Startup Ecosystem,Patient & Understanding,Infosys,Data Engineer,18,36,3.65,32,Low,Experienced Data Engineer with passion for Startup Ecosystem
mentor_0230,mentor,Mentor 230,mentor230@example.com,IIIT Hyderabad,Information Technology,8.414452722311935,Punjabi,Ahmedabad,Finance & Investment,Patient & Understanding,Netflix,Machine Learning Engineer,11,40,3.77,15,High,Experienced Machine Learning Engineer with passion for Finance & Investment
mentor_0231,mentor,Mentor 231,mentor231@example.com,Manipal Institute,Data Science,7.165036127354841,Gujarati,West India,Social Impact,Professional & Formal,Microsoft,Frontend Engineer,5,40,4.7,22,High,Experienced Frontend Engineer with passion for Social Impact
mentor_0232,mentor,Mentor 232,mentor232@example.com,DTU Delhi,Electrical Engineering,8.663942246660532,Kannada,Central India,Research & Innovation,Motivational & Inspiring,Zomato,Data Scientist,7,41,4.52,37,High,Experienced Data Scientist with passion for Research & Innovation
mentor_0233,mentor,Mentor 233,mentor233@example.com,PESIT Bangalore,Information Technology,7.797275064389221,Hindi,Pune,Startup Ecosystem,Friendly & Casual,Paytm,Research Scientist,12,35,4.32,15,Low,Experienced Research Scientist with passion for Startup Ecosystem
mentor_0234,mentor,Mentor 234,mentor234@example.com,NIT Surathkal,Electrical Engineering,7.405281679563017,Kannada,East India,Startup Ecosystem,Friendly & Casual,Apple,Frontend Engineer,19,37,4.21,13,Medium,Experienced Frontend Engineer with passion for Startup Ecosystem
mentor_0235,mentor,Mentor 235,mentor235@example.com,IIT Delhi,Electrical Engineering,7.3199952773037,Telugu,Ahmedabad,Finance & Investment,Supportive & Empathetic,Netflix,Cloud Architect,17,38,4.88,28,Very High,Experienced Cloud Architect with passion for Finance & Investment
mentor_0236,mentor,Mentor 236,mentor236@example.com,IIT Madras,Civil Engineering,8.46607373634421,Bengali,North India,Academia & Teaching,Supportive & Empathetic,Netflix,Data Scientist,10,29,3.61,25,Low,Experienced Data Scientist with passion for Academia & Teaching
mentor_0237,mentor,Mentor 237,mentor237@example.com,Anna University,Mechanical Engineering,7.6843897716828025,Malayalam,Delhi NCR,Consulting,Friendly & Casual,Infosys,Product Manager,17,32,3.92,34,High,Experienced Product Manager with passion for Consulting
mentor_0238,mentor,Mentor 238,mentor238@example.com,SRM University,Mechanical Engineering,7.845846984952616,Hindi,Central India,Research & Innovation,Direct & Straightforward,Paytm,Data Engineer,16,27,4.02,14,Very High,Experienced Data Engineer with passion for Research & Innovation
mentor_0239,mentor,Mentor 239,mentor239@example.com,IIIT Hyderabad,Civil Engineering,7.932801498082903,Kannada,East India,Product Development,Friendly & Casual,Deloitte,Backend Engineer,9,40,4.67,2,Medium,Experienced Backend Engineer with passion for Product Development
mentor_0240,mentor,Mentor 240,mentor240@example.com,Manipal Institute,Aerospace Engineering,7.6063489481781525,Bengali,Hyderabad,Entrepreneurship,Professional & Formal,Paytm,Software Engineer,14,33,4.99,22,High,Experienced Software Engineer with passion for Entrepreneurship
mentor_0241,mentor,Mentor 241,mentor241@example.com,BITS Pilani,Electronics,7.915897781079987,Bengali,Ahmedabad,Startup Ecosystem,Friendly & Casual,Flipkart,Frontend Engineer,19,32,3.86,28,Low,Experienced Frontend Engineer with passion for Startup Ecosystem
mentor_0242,mentor,Mentor 242,mentor242@example.com,IIIT Hyderabad,Aerospace Engineering,7.405341261855208,Kannada,Mumbai Metropolitan,Startup Ecosystem,Analytical & Logical,Amazon,Data Scientist,19,40,4.81,33,High,Experienced Data Scientist with passion for Startup Ecosystem
mentor_0243,mentor,Mentor 243,mentor243@example.com,DTU Delhi,Computer Science,7.4601530945387395,Gujarati,Mumbai Metropolitan,Healthcare Technology,Challenging & Critical,Netflix,Data Engineer,12,39,4.75,32,Medium,Experienced Data Engineer with passion for Healthcare Technology
mentor_0244,mentor,Mentor 244,mentor244@example.com,NIT Trichy,Computer Science,6.604708057578633,Telugu,North India,Academia & Teaching,Analytical & Logical,Goldman Sachs,Consultant,16,33,3.84,40,Medium,Experienced Consultant with passion for Academia & Teaching
mentor_0245,mentor,Mentor 245,mentor245@example.com,IIT Delhi,Electrical Engineering,7.738208200734718,Tamil,Pune,Startup Ecosystem,Analytical & Logical,Startup,Backend Engineer,13,37,4.1,40,Very High,Experienced Backend Engineer with passion for Startup Ecosystem
mentor_0246,mentor,Mentor 246,mentor246@example.com,PESIT Bangalore,Information Technology,6.124367194630223,Telugu,Bangalore,Consulting,Direct & Straightforward,Flipkart,Data Scientist,4,38,4.11,22,Low,Experienced Data Scientist with passion for Consulting
mentor_0247,mentor,Mentor 247,mentor247@example.com,IIT Delhi,Information Technology,7.7268464564887305,Kannada,South India,Healthcare Technology,Direct & Straightforward,McKinsey,DevOps Engineer,9,36,4.97,6,Medium,Experienced DevOps Engineer with passion for Healthcare Technology
mentor_0248,mentor,Mentor 248,mentor248@example.com,Anna University,Mechanical Engineering,7.275507187068149,Malayalam,Central India,Tech Leadership,Patient & Understanding,Startup,AI Research Engineer,14,42,3.77,2,High,Experienced AI Research Engineer with passion for Tech Leadership
mentor_0249,mentor,Mentor 249,mentor249@example.com,NIT Trichy,Chemical Engineering,7.799668087560782,Tamil,Kolkata,Academia & Teaching,Friendly & Casual,Google,Product Manager,4,42,4.7,31,High,Experienced Product Manager with passion for Academia & Teaching
mentor_0250,mentor,Mentor 250,mentor250@example.com,SRM University,Aerospace Engineering,6.660937332734659,Hindi,Ahmedabad,Entrepreneurship,Analytical & Logical,TCS,Business Analyst,8,29,4.0,30,Low,Experienced Business Analyst with passion for Entrepreneurship
mentor_0251,mentor,Mentor 251,mentor251@example.com,PESIT Bangalore,Data Science,6.0,Telugu,Central India,Corporate Growth,Direct & Straightforward,Swiggy,Frontend Engineer,12,33,4.6,17,High,Experienced Frontend Engineer with passion for Corporate Growth
mentor_0252,mentor,Mentor 252,mentor252@example.com,VIT Vellore,Biotechnology,7.219307754421169,Kannada,Ahmedabad,Research & Innovation,Supportive & Empathetic,McKinsey,AI Research Engineer,17,30,4.13,42,High,Experienced AI Research Engineer with passion for Research & Innovation
mentor_0253,mentor,Mentor 253,mentor253@example.com,IIT Bombay,Information Technology,6.663269864914321,Telugu,Delhi NCR,Finance & Investment,Friendly & Casual,Flipkart,Cloud Architect,7,41,4.37,6,Very High,Experienced Cloud Architect with passion for Finance & Investment
mentor_0254,mentor,Mentor 254,mentor254@example.com,IIT Madras,Biotechnology,6.075554653431614,Tamil,Ahmedabad,Entrepreneurship,Professional & Formal,Infosys,Research Scientist,5,29,4.75,40,High,Experienced Research Scientist with passion for Entrepreneurship
mentor_0255,mentor,Mentor 255,mentor255@example.com,IIT Delhi,Electrical Engineering,8.114386615755656,Marathi,Delhi NCR,Research & Innovation,Challenging & Critical,McKinsey,Data Engineer,7,40,4.71,0,Medium,Experienced Data Engineer with passion for Research & Innovation
mentor_0256,mentor,Mentor 256,mentor256@example.com,NIT Surathkal,Biotechnology,8.780990581713633,Punjabi,Ahmedabad,Healthcare Technology,Motivational & Inspiring,Startup,Product Manager,10,37,4.8,13,High,Experienced Product Manager with passion for Healthcare Technology
mentor_0257,mentor,Mentor 257,mentor257@example.com,IIT Delhi,Data Science,6.86243885138036,Telugu,Mumbai Metropolitan,Social Impact,Friendly & Casual,Netflix,Backend Engineer,10,30,3.59,31,High,Experienced Backend Engineer with passion for Social Impact
mentor_0258,mentor,Mentor 258,mentor258@example.com,IIIT Hyderabad,Civil Engineering,7.439383338222837,Hindi,Mumbai Metropolitan,Finance & Investment,Motivational & Inspiring,Morgan Stanley,DevOps Engineer,10,41,4.54,5,High,Experienced DevOps Engineer with passion for Finance & Investment
mentor_0259,mentor,Mentor 259,mentor259@example.com,IIT Delhi,Data Science,7.25377150665615,Hindi,Pune,Data Science & AI,Analytical & Logical,Swiggy,Software Engineer,14,39,3.71,38,High,Experienced Software Engineer with passion for Data Science & AI
mentor_0260,mentor,Mentor 260,mentor260@example.com,Manipal Institute,Biotechnology,6.972881262419038,English,Chennai,Product Development,Challenging & Critical,Meta,Consultant,10,35,4.12,9,Low,Experienced Consultant with passion for Product Development
mentor_0261,mentor,Mentor 261,mentor261@example.com,IIT Delhi,Data Science,8.030989771110416,Telugu,Northeast India,Tech Leadership,Motivational & Inspiring,Amazon,Research Scientist,13,32,4.32,6,High,Experienced Research Scientist with passion for Tech Leadership
mentor_0262,mentor,Mentor 262,mentor262@example.com,IIT Bombay,Electronics,8.308113168342894,Punjabi,Northeast India,Academia & Teaching,Analytical & Logical,Swiggy,Frontend Engineer,16,38,4.1,25,Low,Experienced Frontend Engineer with passion for Academia & Teaching
mentor_0263,mentor,Mentor 263,mentor263@example.com,IIT Bombay,Electrical Engineering,6.8051142485875165,Gujarati,Chennai,Startup Ecosystem,Supportive & Empathetic,Startup,Data Engineer,10,30,4.28,33,High,Experienced Data Engineer with passion for Startup Ecosystem
mentor_0264,mentor,Mentor 264,mentor264@example.com,SRM University,Aerospace Engineering,7.5358134936759225,Bengali,Bangalore,Social Impact,Motivational & Inspiring,McKinsey,Research Scientist,12,28,4.99,29,High,Experienced Research Scientist with passion for Social Impact
mentor_0265,mentor,Mentor 265,mentor265@example.com,BITS Pilani,Civil Engineering,8.527626427147116,Punjabi,Northeast India,Social Impact,Challenging & Critical,Apple,Product Manager,9,40,3.7,35,Low,Experienced Product Manager with passion for Social Impact
mentor_0266,mentor,Mentor 266,mentor266@example.com,VIT Vellore,Information Technology,8.051228962571978,Bengali,Pune,Entrepreneurship,Patient & Understanding,Infosys,Data Engineer,19,29,4.51,20,High,Experienced Data Engineer with passion for Entrepreneurship
mentor_0267,mentor,Mentor 267,mentor267@example.com,NIT Surathkal,Computer Science,8.170157950720391,Bengali,Kolkata,Tech Leadership,Friendly & Casual,Wipro,Backend Engineer,6,40,4.09,16,Medium,Experienced Backend Engineer with passion for Tech Leadership
mentor_0268,mentor,Mentor 268,mentor268@example.com,IIT Delhi,Aerospace Engineering,8.594388245953931,Marathi,Kolkata,Corporate Growth,Analytical & Logical,Netflix,Software Engineer,15,39,3.7,32,Low,Experienced Software Engineer with passion for Corporate Growth
mentor_0269,mentor,Mentor 269,mentor269@example.com,IIT Delhi,Computer Science,8.5838761378986,English,South India,Research & Innovation,Friendly & Casual,Infosys,Full Stack Developer,6,44,3.74,9,Very High,Experienced Full Stack Developer with passion for Research & Innovation
mentor_0270,mentor,Mentor 270,mentor270@example.com,IIT Madras,Electrical Engineering,8.322914104242452,Punjabi,South India,Research & Innovation,Challenging & Critical,Netflix,Cloud Architect,7,38,4.92,46,Very High,Experienced Cloud Architect with passion for Research & Innovation
mentor_0271,mentor,Mentor 271,mentor271@example.com,PESIT Bangalore,Civil Engineering,7.615949931824945,Punjabi,Kolkata,Entrepreneurship,Direct & Straightforward,Meta,DevOps Engineer,6,35,4.82,41,Medium,Experienced DevOps Engineer with passion for Entrepreneurship
mentor_0272,mentor,Mentor 272,mentor272@example.com,IIT Bombay,Mechanical Engineering,7.194013586033527,Marathi,Central India,Consulting,Analytical & Logical,Startup,Frontend Engineer,8,30,4.86,11,High,Experienced Frontend Engineer with passion for Consulting
mentor_0273,mentor,Mentor 273,mentor273@example.com,NIT Surathkal,Information Technology,7.582782212250549,Telugu,West India,Consulting,Motivational & Inspiring,Wipro,Full Stack Developer,4,31,4.99,15,High,Experienced Full Stack Developer with passion for Consulting
mentor_0274,mentor,Mentor 274,mentor274@example.com,SRM University,Electronics,7.072474651181305,Telugu,Chennai,Startup Ecosystem,Analytical & Logical,Microsoft,Consultant,13,29,3.81,40,Very High,Experienced Consultant with passion for Startup Ecosystem
mentor_0275,mentor,Mentor 275,mentor275@example.com,Anna University,Mechanical Engineering,6.0,Telugu,South India,Data Science & AI,Friendly & Casual,TCS,Software Engineer,16,27,4.03,31,Very High,Experienced Software Engineer with passion for Data Science & AI
mentor_0276,mentor,Mentor 276,mentor276@example.com,BITS Pilani,Electrical Engineering,7.2764007473599674,Malayalam,East India,Product Development,Supportive & Empathetic,McKinsey,UI/UX Designer,7,41,4.5,14,Medium,Experienced UI/UX Designer with passion for Product Development
mentor_0277,mentor,Mentor 277,mentor277@example.com,VIT Vellore,Aerospace Engineering,7.7860209950697765,Bengali,Mumbai Metropolitan,Finance & Investment,Analytical & Logical,McKinsey,UI/UX Designer,8,43,4.23,26,Very High,Experienced UI/UX Designer with passion for Finance & Investment
mentor_0278,mentor,Mentor 278,mentor278@example.com,NIT Trichy,Electronics,7.030184465787057,Malayalam,Delhi NCR,Corporate Growth,Motivational & Inspiring,Swiggy,Software Engineer,12,30,4.13,27,High,Experienced Software Engineer with passion for Corporate Growth
mentor_0279,mentor,Mentor 279,mentor279@example.com,VIT Vellore,Data Science,7.345776170209113,English,Pune,Startup Ecosystem,Direct & Straightforward,Microsoft,DevOps Engineer,10,29,4.04,16,Medium,Experienced DevOps Engineer with passion for Startup Ecosystem
mentor_0280,mentor,Mentor 280,mentor280@example.com,Manipal Institute,Biotechnology,7.376770627226614,Marathi,Kolkata,Tech Leadership,Patient & Understanding,Microsoft,Machine Learning Engineer,16,38,4.39,45,High,Experienced Machine Learning Engineer with passion for Tech Leadership
mentor_0281,mentor,Mentor 281,mentor281@example.com,IIIT Hyderabad,Electronics,8.585485419375111,Punjabi,Northeast India,Consulting,Professional & Formal,Goldman Sachs,Full Stack Developer,5,44,4.36,49,Very High,Experienced Full Stack Developer with passion for Consulting
mentor_0282,mentor,Mentor 282,mentor282@example.com,Manipal Institute,Electrical Engineering,7.2124501807800785,Bengali,Chennai,Data Science & AI,Supportive & Empathetic,Flipkart,Data Scientist,14,27,3.74,1,Medium,Experienced Data Scientist with passion for Data Science & AI
mentor_0283,mentor,Mentor 283,mentor283@example.com,IIT Delhi,Chemical Engineering,8.585306705746763,Malayalam,Central India,Data Science & AI,Patient & Understanding,Deloitte,Research Scientist,18,38,4.21,35,Very High,Experienced Research Scientist with passion for Data Science & AI
mentor_0284,mentor,Mentor 284,mentor284@example.com,BITS Pilani,Biotechnology,6.0,Malayalam,Kolkata,Entrepreneurship,Direct & Straightforward,Goldman Sachs,Frontend Engineer,19,36,4.33,49,Medium,Experienced Frontend Engineer with passion for Entrepreneurship
mentor_0285,mentor,Mentor 285,mentor285@example.com,IIIT Hyderabad,Computer Science,8.57828462506323,Kannada,North India,Corporate Growth,Analytical & Logical,Meta,Machine Learning Engineer,3,29,4.36,6,Low,Experienced Machine Learning Engineer with passion for Corporate Growth
mentor_0286,mentor,Mentor 286,mentor286@example.com,NIT Surathkal,Information Technology,8.5379248918901,Malayalam,Delhi NCR,Healthcare Technology,Friendly & Casual,Zomato,Data Scientist,12,40,3.82,12,High,Experienced Data Scientist with passion for Healthcare Technology
mentor_0287,mentor,Mentor 287,mentor287@example.com,NIT Trichy,Computer Science,8.221803738711353,Gujarati,East India,Finance & Investment,Challenging & Critical,Google,Cloud Architect,12,29,4.61,14,Medium,Experienced Cloud Architect with passion for Finance & Investment
mentor_0288,mentor,Mentor 288,mentor288@example.com,IIT Bombay,Electronics,6.0,Punjabi,Northeast India,Product Development,Friendly & Casual,McKinsey,Backend Engineer,4,34,3.54,24,High,Experienced Backend Engineer with passion for Product Development
mentor_0289,mentor,Mentor 289,mentor289@example.com,BITS Pilani,Computer Science,8.315109596177985,Gujarati,East India,Academia & Teaching,Patient & Understanding,Adobe,Frontend Engineer,11,32,4.03,22,High,Experienced Frontend Engineer with passion for Academia & Teaching
mentor_0290,mentor,Mentor 290,mentor290@example.com,BITS Pilani,Electrical Engineering,7.4599046594597995,Punjabi,Mumbai Metropolitan,Entrepreneurship,Motivational & Inspiring,TCS,Frontend Engineer,15,44,4.67,21,Low,Experienced Frontend Engineer with passion for Entrepreneurship
mentor_0291,mentor,Mentor 291,mentor291@example.com,Manipal Institute,Data Science,6.0,Marathi,Kolkata,Finance & Investment,Friendly & Casual,Infosys,UI/UX Designer,18,44,4.35,25,Low,Experienced UI/UX Designer with passion for Finance & Investment
mentor_0292,mentor,Mentor 292,mentor292@example.com,IIT Delhi,Aerospace Engineering,8.538542166267757,Punjabi,Ahmedabad,Academia & Teaching,Supportive & Empathetic,Startup,DevOps Engineer,14,31,3.89,32,High,Experienced DevOps Engineer with passion for Academia & Teaching
mentor_0293,mentor,Mentor 293,mentor293@example.com,DTU Delhi,Information Technology,8.655338462839175,Gujarati,Mumbai Metropolitan,Academia & Teaching,Friendly & Casual,Morgan Stanley,Backend Engineer,10,31,4.54,10,Medium,Experienced Backend Engineer with passion for Academia & Teaching
mentor_0294,mentor,Mentor 294,mentor294@example.com,SRM University,Computer Science,6.0,Punjabi,Pune,Corporate Growth,Motivational & Inspiring,Apple,Research Scientist,19,40,4.35,9,Low,Experienced Research Scientist with passion for Corporate Growth
mentor_0295,mentor,Mentor 295,mentor295@example.com,Manipal Institute,Computer Science,7.64033686024009,Marathi,Bangalore,Corporate Growth,Professional & Formal,Deloitte,Business Analyst,17,40,4.69,24,Low,Experienced Business Analyst with passion for Corporate Growth
mentor_0296,mentor,Mentor 296,mentor296@example.com,BITS Pilani,Electronics,8.610872897155346,Marathi,Central India,Startup Ecosystem,Analytical & Logical,Meta,Data Scientist,12,34,4.6,36,Medium,Experienced Data Scientist with passion for Startup Ecosystem
mentor_0297,mentor,Mentor 297,mentor297@example.com,Amity University,Aerospace Engineering,8.484129050765716,English,Delhi NCR,Tech Leadership,Challenging & Critical,Apple,UI/UX Designer,17,29,4.42,47,High,Experienced UI/UX Designer with passion for Tech Leadership
mentor_0298,mentor,Mentor 298,mentor298@example.com,IIT Madras,Mechanical Engineering,8.16884884092762,Punjabi,Hyderabad,Data Science & AI,Patient & Understanding,Deloitte,Frontend Engineer,17,43,4.23,42,High,Experienced Frontend Engineer with passion for Data Science & AI
mentor_0299,mentor,Mentor 299,mentor299@example.com,NIT Trichy,Computer Science,6.0,Kannada,Hyderabad,Finance & Investment,Analytical & Logical,McKinsey,Machine Learning Engineer,9,43,3.7,37,Low,Experienced Machine Learning Engineer with passion for Finance & Investment
mentor_0300,mentor,Mentor 300,mentor300@example.com,SRM University,Electrical Engineering,8.08363421330865,Telugu,Delhi NCR,Entrepreneurship,Friendly & Casual,Deloitte,AI Research Engineer,15,30,3.89,40,Very High,Experienced AI Research Engineer with passion for Entrepreneurship
mentor_0301,mentor,Mentor 301,mentor301@example.com,Manipal Institute,Chemical Engineering,7.325516881300846,Hindi,North India,Startup Ecosystem,Direct & Straightforward,Goldman Sachs,UI/UX Designer,19,36,4.13,44,Medium,Experienced UI/UX Designer with passion for Startup Ecosystem
mentor_0302,mentor,Mentor 302,mentor302@example.com,NIT Trichy,Information Technology,8.296686022974795,Marathi,Pune,Research & Innovation,Analytical & Logical,Microsoft,Data Scientist,11,30,4.4,23,High,Experienced Data Scientist with passion for Research & Innovation
mentor_0303,mentor,Mentor 303,mentor303@example.com,IIT Madras,Computer Science,7.70492916674706,Tamil,Central India,Entrepreneurship,Professional & Formal,Goldman Sachs,Data Scientist,10,29,4.27,39,High,Experienced Data Scientist with passion for Entrepreneurship
mentor_0304,mentor,Mentor 304,mentor304@example.com,Anna University,Electrical Engineering,7.484094711768908,Telugu,East India,Tech Leadership,Friendly & Casual,Swiggy,AI Research Engineer,15,37,3.93,45,High,Experienced AI Research Engineer with passion for Tech Leadership
mentor_0305,mentor,Mentor 305,mentor305@example.com,IIT Madras,Electrical Engineering,8.012723079527388,Bengali,North India,Product Development,Challenging & Critical,Apple,DevOps Engineer,18,27,3.51,32,Low,Experienced DevOps Engineer with passion for Product Development
mentor_0306,mentor,Mentor 306,mentor306@example.com,IIT Madras,Information Technology,7.362469303142594,Punjabi,West India,Social Impact,Motivational & Inspiring,Amazon,Frontend Engineer,11,38,4.24,16,Very High,Experienced Frontend Engineer with passion for Social Impact
mentor_0307,mentor,Mentor 307,mentor307@example.com,NIT Trichy,Mechanical Engineering,7.480578176086446,Gujarati,Delhi NCR,Social Impact,Professional & Formal,Startup,Backend Engineer,14,35,3.93,23,Medium,Experienced Backend Engineer with passion for Social Impact
mentor_0308,mentor,Mentor 308,mentor308@example.com,VIT Vellore,Electrical Engineering,7.05582080069699,Hindi,East India,Data Science & AI,Friendly & Casual,Flipkart,Full Stack Developer,14,34,4.6,36,Very High,Experienced Full Stack Developer with passion for Data Science & AI
mentor_0309,mentor,Mentor 309,mentor309@example.com,NIT Trichy,Chemical Engineering,6.21567280705235,Tamil,Hyderabad,Social Impact,Professional & Formal,Flipkart,Cloud Architect,8,35,3.54,1,High,Experienced Cloud Architect with passion for Social Impact
mentor_0310,mentor,Mentor 310,mentor310@example.com,DTU Delhi,Electrical Engineering,7.954282779017017,Telugu,South India,Social Impact,Analytical & Logical,Deloitte,Business Analyst,9,32,4.38,31,High,Experienced Business Analyst with passion for Social Impact
mentor_0311,mentor,Mentor 311,mentor311@example.com,IIT Delhi,Electrical Engineering,6.855175744263544,Punjabi,Chennai,Research & Innovation,Challenging & Critical,Meta,DevOps Engineer,5,29,4.91,23,Medium,Experienced DevOps Engineer with passion for Research & Innovation
mentor_0312,mentor,Mentor 312,mentor312@example.com,IIIT Hyderabad,Electrical Engineering,7.339366507167413,English,Bangalore,Consulting,Motivational & Inspiring,Morgan Stanley,Consultant,18,44,3.76,8,High,Experienced Consultant with passion for Consulting
mentor_0313,mentor,Mentor 313,mentor313@example.com,VIT Vellore,Data Science,7.729579166763147,Bengali,Hyderabad,Product Development,Friendly & Casual,Microsoft,Cloud Architect,18,35,4.21,3,High,Experienced Cloud Architect with passion for Product Development
mentor_0314,mentor,Mentor 314,mentor314@example.com,IIT Bombay,Data Science,6.0,Hindi,Central India,Corporate Growth,Supportive & Empathetic,Wipro,Frontend Engineer,9,28,3.64,16,Very High,Experienced Frontend Engineer with passion for Corporate Growth
mentor_0315,mentor,Mentor 315,mentor315@example.com,IIIT Hyderabad,Mechanical Engineering,6.010920877058541,Kannada,Ahmedabad,Academia & Teaching,Patient & Understanding,Google,DevOps Engineer,6,44,4.44,16,High,Experienced DevOps Engineer with passion for Academia & Teaching
mentor_0316,mentor,Mentor 316,mentor316@example.com,IIT Delhi,Computer Science,7.2602091387126375,English,Mumbai Metropolitan,Consulting,Motivational & Inspiring,Adobe,Research Scientist,10,27,4.33,49,Low,Experienced Research Scientist with passion for Consulting
mentor_0317,mentor,Mentor 317,mentor317@example.com,Manipal Institute,Electrical Engineering,7.863650785839725,Tamil,Chennai,Entrepreneurship,Supportive & Empathetic,TCS,Business Analyst,15,35,4.11,47,Low,Experienced Business Analyst with passion for Entrepreneurship
mentor_0318,mentor,Mentor 318,mentor318@example.com,SRM University,Aerospace Engineering,8.095230616519329,Hindi,Chennai,Entrepreneurship,Professional & Formal,Amazon,UI/UX Designer,15,27,4.28,29,High,Experienced UI/UX Designer with passion for Entrepreneurship
mentor_0319,mentor,Mentor 319,mentor319@example.com,DTU Delhi,Computer Science,6.226948403299274,English,South India,Social Impact,Direct & Straightforward,Amazon,AI Research Engineer,19,27,4.84,39,Medium,Experienced AI Research Engineer with passion for Social Impact
mentor_0320,mentor,Mentor 320,mentor320@example.com,DTU Delhi,Mechanical Engineering,8.009305187530252,Bengali,Bangalore,Corporate Growth,Motivational & Inspiring,Amazon,Software Engineer,19,42,3.79,10,Low,Experienced Software Engineer with passion for Corporate Growth
mentor_0321,mentor,Mentor 321,mentor321@example.com,IIT Bombay,Civil Engineering,7.303944305346931,Kannada,Kolkata,Tech Leadership,Professional & Formal,TCS,Consultant,7,41,3.53,20,Very High,Experienced Consultant with passion for Tech Leadership
mentor_0322,mentor,Mentor 322,mentor322@example.com,VIT Vellore,Computer Science,6.793474203922818,English,Bangalore,Finance & Investment,Supportive & Empathetic,Adobe,Product Manager,8,41,4.79,20,Medium,Experienced Product Manager with passion for Finance & Investment
mentor_0323,mentor,Mentor 323,mentor323@example.com,PESIT Bangalore,Computer Science,6.9811585151525035,Malayalam,West India,Consulting,Analytical & Logical,Paytm,Data Engineer,15,39,4.37,17,Low,Experienced Data Engineer with passion for Consulting
mentor_0324,mentor,Mentor 324,mentor324@example.com,Anna University,Biotechnology,8.141485865632133,Kannada,West India,Consulting,Analytical & Logical,TCS,DevOps Engineer,16,32,4.84,28,Very High,Experienced DevOps Engineer with passion for Consulting
mentor_0325,mentor,Mentor 325,mentor325@example.com,IIT Madras,Electronics,7.719204628068457,Tamil,Northeast India,Healthcare Technology,Direct & Straightforward,Infosys,Data Scientist,6,36,4.4,23,High,Experienced Data Scientist with passion for Healthcare Technology
mentor_0326,mentor,Mentor 326,mentor326@example.com,VIT Vellore,Biotechnology,7.540245218204256,Bengali,Hyderabad,Product Development,Patient & Understanding,Flipkart,Full Stack Developer,9,26,4.72,9,Low,Experienced Full Stack Developer with passion for Product Development
mentor_0327,mentor,Mentor 327,mentor327@example.com,SRM University,Chemical Engineering,7.69479659104632,Punjabi,Hyderabad,Data Science & AI,Motivational & Inspiring,Infosys,Software Engineer,10,36,4.14,44,Medium,Experienced Software Engineer with passion for Data Science & AI
